lat,lon
49.5,2.5
49.52020202020202,2.5
49.54040404040404,2.5
49.56060606060606,2.5
49.58080808080808,2.5
49.601010101010104,2.5
49.621212121212125,2.5
49.64141414141414,2.5
49.66161616161616,2.5
49.68181818181818,2.5
49.7020202020202,2.5
49.72222222222222,2.5
49.74242424242424,2.5
49.76262626262626,2.5
49.782828282828284,2.5
49.803030303030305,2.5
49.823232323232325,2.5
49.843434343434346,2.5
49.86363636363637,2.5
49.88383838383838,2.5
49.9040404040404,2.5
49.92424242424242,2.5
49.94444444444444,2.5
49.964646464646464,2.5
49.984848484848484,2.5
50.005050505050505,2.5
50.025252525252526,2.5
50.04545454545455,2.5
50.06565656565657,2.5
50.08585858585859,2.5
50.10606060606061,2.5
50.12626262626263,2.5
50.14646464646464,2.5
50.166666666666664,2.5
50.186868686868685,2.5
50.207070707070706,2.5
50.22727272727273,2.5
50.24747474747475,2.5
50.26767676767677,2.5
50.28787878787879,2.5
50.30808080808081,2.5
50.32828282828283,2.5
50.34848484848485,2.5
50.36868686868687,2.5
50.388888888888886,2.5
50.40909090909091,2.5
50.42929292929293,2.5
50.44949494949495,2.5
50.46969696969697,2.5
50.48989898989899,2.5
50.51010101010101,2.5
50.53030303030303,2.5
50.55050505050505,2.5
50.57070707070707,2.5
50.59090909090909,2.5
50.611111111111114,2.5
50.631313131313135,2.5
50.65151515151515,2.5
50.67171717171717,2.5
50.69191919191919,2.5
50.71212121212121,2.5
50.73232323232323,2.5
50.75252525252525,2.5
50.77272727272727,2.5
50.792929292929294,2.5
50.813131313131315,2.5
50.833333333333336,2.5
50.85353535353536,2.5
50.87373737373738,2.5
50.89393939393939,2.5
50.91414141414141,2.5
50.93434343434343,2.5
50.95454545454545,2.5
50.974747474747474,2.5
50.994949494949495,2.5
51.015151515151516,2.5
51.035353535353536,2.5
51.05555555555556,2.5
51.07575757575758,2.5
51.0959595959596,2.5
51.11616161616162,2.5
51.13636363636363,2.5
51.156565656565654,2.5
51.176767676767675,2.5
51.196969696969695,2.5
51.217171717171716,2.5
51.23737373737374,2.5
51.25757575757576,2.5
51.27777777777778,2.5
51.2979797979798,2.5
51.31818181818182,2.5
51.33838383838384,2.5
51.35858585858586,2.5
51.378787878787875,2.5
51.398989898989896,2.5
51.41919191919192,2.5
51.43939393939394,2.5
51.45959595959596,2.5
51.47979797979798,2.5
51.5,2.5
49.5,2.5393939393939395
49.52020202020202,2.5393939393939395
49.54040404040404,2.5393939393939395
49.56060606060606,2.5393939393939395
49.58080808080808,2.5393939393939395
